policy_age_months,claim_amount,prior_claims,risk_score,provider_tenure,time_since_incident_days,weekday,claim_type,region,channel,is_fraud
63.872150682742806,4902.0600652467765,1,0.5842216555069861,43.89226528060913,60,5,collision,NE,online,0
73.15604714054994,3654.31519265846,0,0.700463636014474,61.07384517521432,107,0,liability,MW,online,0
28.68617060446656,2025.542149955309,0,0.4151314113476895,39.69543097739587,63,1,liability,S,agent,0
60.417667466861744,8731.424473301775,0,0.3393009566818173,27.689773104080125,38,1,theft,W,phone,0
57.6871426896664,6340.675266684774,1,0.37876593821376436,28.72314764332201,52,0,theft,W,agent,0
76.00024584423122,11723.555100618945,0,0.5285415475422451,57.18043875956135,98,4,theft,MW,agent,0
59.24052737385078,2339.7039225830713,0,0.49464122574605357,26.02006895769107,51,2,liability,MW,agent,0
67.16570697666108,1865.2302263959227,0,0.4723576010950066,28.656862882936196,31,2,collision,MW,agent,0
65.15449479476007,2802.940328789255,1,0.41368533709055133,31.01949709823496,118,3,collision,W,online,0
75.97907851510705,6243.618509479179,0,0.5893442091695932,35.4257231440015,31,4,liability,NE,online,0
54.61933397371177,8228.601940060957,1,0.5803415472635789,44.735982294325574,55,3,liability,S,agent,0
83.92602657401275,5835.805011658745,0,0.45829340541840896,21.233227028969026,3,4,theft,S,online,0
50.37096087601641,5357.0627460423875,0,0.8497247140246571,16.74386903399692,94,5,collision,S,phone,0
68.50758578417431,8206.826285333906,0,0.29935910027585116,54.79522755087669,50,4,collision,NE,online,0
66.04514867373523,3730.666149001757,1,0.4199014667119217,33.28845777415571,45,4,liability,MW,agent,0
107.82731741819251,9263.785970970264,0,0.3476575511269387,25.950358271518795,27,0,theft,W,agent,0
48.959414273756224,16171.56658000869,0,0.3846566373993051,21.39589128050868,38,6,collision,W,agent,0
70.26651347259508,2597.6166182992556,0,0.46241341357333693,25.978082690381505,105,4,collision,MW,agent,0
55.90020004106904,4219.892695011465,0,0.5472176045414978,88.71278179621369,114,0,collision,S,agent,0
43.93898271004294,2134.7364063734376,0,0.5034219875189828,44.755051463906625,32,5,theft,NE,online,0
72.99942713014168,2754.2245488433896,1,0.9209581192217425,21.43755570455213,81,1,liability,NE,online,1
38.780208529273935,6220.0041269511385,1,0.2555566156223286,18.258319173287077,87,1,fire,W,agent,0
46.44981626836821,1787.6003170653976,1,0.44562579385536377,42.31128487040862,38,4,theft,NE,agent,0
60.20409025426376,3078.6558601332063,1,0.5948337251055783,21.528971089594283,72,2,collision,S,agent,0
75.82236751069877,9248.137628383953,0,0.07918019020774003,68.58522276604097,10,0,collision,W,agent,0
71.60918176517086,5619.898581219871,0,0.6080889681047467,25.292183544122718,28,6,liability,S,online,0
63.562359851617266,7791.58591975004,1,0.7100187349535619,26.96909529948246,117,4,liability,NE,agent,0
34.842576928649734,2261.694446751629,0,0.44916202555499896,33.82800444173535,113,1,collision,MW,agent,0
49.66037445445635,5118.58428880421,1,0.3959959793020483,31.432599924692916,53,6,collision,W,phone,0
53.01720562814211,15245.388443404348,0,0.4243169913918351,41.655733950858675,41,5,collision,W,agent,0
43.30106442099721,3303.907316708736,0,0.5499999902112681,54.41592789585217,19,3,liability,S,online,0
31.929928901653554,3667.2190501746504,3,0.5212581901876826,54.94293358392469,118,0,collision,W,agent,0
61.08940431286204,6967.555497480817,0,0.5897597170771613,23.347950569249665,32,2,collision,MW,agent,0
72.30516050228414,2864.3623504442535,1,0.3735891337623399,42.55681359616354,64,6,collision,NE,online,0
51.73480539505984,7557.938648365067,1,0.636527351084607,34.01977263385661,35,2,liability,W,agent,0
75.52271908168501,1672.39159164967,0,0.48095869093204435,16.679609992996564,62,6,theft,W,online,0
37.30874954909251,1146.6644110781197,0,0.880915113618605,19.69960445354875,59,4,liability,S,online,1
42.48306829315158,5935.238382838051,0,0.34871432989438034,58.67523509682121,96,3,liability,NE,online,0
60.69769433245487,2730.1313047936887,2,0.7116673854662396,71.08032980605411,26,3,collision,NE,online,1
50.38922041233098,3500.1144132824807,0,0.39268537666589515,39.74801982428987,71,1,fire,S,phone,0
70.47046340075852,8316.337148975044,0,0.31013557393183494,54.57773843145664,114,3,theft,NE,agent,0
66.9451305205557,7147.610378756112,0,0.49672072190475536,38.30983637519685,79,3,collision,NE,agent,0
51.487514219245426,2353.3930908934717,0,0.3226660876867267,35.73890230296825,81,2,theft,NE,agent,0
38.42973836722357,6713.236061426446,0,0.5535925500243064,41.01199402182932,97,5,liability,S,agent,0
49.67669761310373,4104.63547512125,0,0.6481016129748525,25.0003032203407,64,2,fire,MW,agent,0
67.43838874819653,6312.296585058088,0,0.427834007528556,47.709767801481526,6,2,liability,S,agent,0
71.31912857697601,4855.6742083823865,0,0.37498350937083597,33.59443359049797,18,4,collision,MW,online,0
50.45641418771825,1994.0477817755934,0,0.6463904970879641,43.583118966600736,107,0,fire,W,online,0
31.87401696374004,3203.8953362887823,0,0.3460739601652389,40.54353954449431,112,4,liability,NE,agent,0
36.65902824621088,1156.0168937441686,0,0.26666034088430723,48.301494765821246,40,5,collision,S,phone,0
65.78189696676151,5492.310404198792,1,0.6337398289250389,55.587920992432444,6,0,collision,W,online,0
51.22761755100608,6236.278265765121,0,0.5281892691327084,55.414395906568615,66,1,collision,NE,online,0
51.60459788060834,3220.671617560783,1,0.4925448236564446,19.464978173243242,20,1,collision,MW,online,0
42.26870768592732,4585.133107864132,0,0.36008722035875534,16.680424454545033,73,1,liability,S,phone,0
42.02136774602119,2739.582076159813,1,0.5988270474814701,93.48080052343698,105,3,collision,S,online,0
75.1303902337602,10444.592776061014,0,0.6131859454510096,31.458510947439986,71,2,collision,W,online,1
66.48737568026021,2272.0258583736613,0,0.20670403039766316,17.13981803689604,37,4,liability,S,agent,0
47.60731340550535,4078.0744718069673,1,0.9346177252229922,20.12270336426493,107,4,liability,MW,agent,1
59.35599067229212,2255.2952956614886,0,0.2909962351044985,24.699628622931325,101,2,liability,MW,online,0
62.44969521547681,5658.387789550275,1,0.39986506992724097,28.406248954644784,108,2,collision,S,online,0
93.3059247446678,9162.921559208426,1,0.42814648457348525,25.114237730146034,21,1,liability,S,online,0
40.92536421055389,1414.3279471734818,0,0.19855245969955293,24.916569132093752,34,5,liability,W,online,0
62.201543028109626,7276.54225480226,1,0.3541033417188861,37.662869256547964,92,6,collision,NE,agent,0
75.01524754114301,13081.177320089815,0,0.4083141304787223,50.554906885234395,44,3,liability,S,online,0
89.80402255621843,5310.167561762492,0,0.44203533973485215,53.314378913854505,35,1,theft,S,online,0
46.86543924502912,3278.522370635191,0,0.3794126510725745,23.38027736352026,34,1,liability,S,online,0
51.027862203746054,4803.761089562815,1,0.6724724670428841,49.08241677072627,37,3,collision,MW,agent,0
70.6737345873399,3542.6462234259193,1,0.5478388882598209,52.241810434505716,106,4,liability,MW,agent,0
34.66159352724727,15971.793578063001,1,0.6385418627775787,52.38378915929988,1,5,liability,MW,agent,0
64.04730936935206,8111.178599418321,0,0.44973642809772324,23.591949354301025,116,4,collision,S,agent,0
103.7913943462319,8436.110232518102,2,0.6007619953404015,18.933196732663053,62,0,liability,W,phone,1
66.07926481357264,17908.387499430402,0,0.5291625293391085,47.78065949222688,58,6,theft,MW,online,1
26.625744920638382,11011.839101596486,0,0.6133666258280873,32.51941275970741,102,6,collision,MW,online,1
44.11812739232966,4569.526723791467,0,0.3421460831686775,28.896957778449128,113,4,collision,S,phone,0
47.31441610824208,4990.120750202219,0,0.676936420771781,21.150751923740252,106,0,collision,W,agent,0
80.24480686671521,20249.177827009924,0,0.5278189344741587,13.732063663094696,107,6,collision,NE,phone,0
55.090750182597176,3154.001545975288,1,0.505296878860242,20.558764813646725,61,6,liability,S,agent,0
32.03262412024391,4433.856529191154,0,0.7077267883037646,25.766854547846197,8,1,collision,S,agent,0
57.002473530502186,2676.472448135149,1,0.4574084897503195,19.677954974332046,115,4,liability,NE,agent,0
60.464340613010705,1650.8547354986042,2,0.44524415609556395,42.49674884625539,10,2,theft,MW,agent,0
49.17545701080097,2899.0729895277655,0,0.6979964682971297,21.060506283530074,16,4,theft,S,agent,0
41.79462868407038,2933.409834482919,0,0.44130385158909513,11.310085022671133,104,4,liability,S,online,0
107.45606476805617,3377.6602042107943,0,0.4694106660036645,58.06170591952554,111,4,fire,W,agent,0
75.09007641841266,7096.520105887437,1,0.27326560696134783,32.45650597579153,15,0,collision,W,online,0
77.17170873345931,4879.820520837738,0,0.3621203682495629,49.161616325030685,50,2,liability,MW,online,0
55.12675408291639,9014.615519170451,0,0.6511124681471758,47.66845981664865,106,1,collision,S,agent,0
46.62252225265318,5380.730520210944,0,0.536603565656088,21.6026492515871,110,2,collision,W,online,0
49.91968129237161,5472.191715497841,1,0.3365758626168248,23.494481762117804,95,3,collision,MW,online,0
37.27746375115086,4126.516022788197,0,0.411199615268494,36.59207170862649,108,0,liability,MW,phone,0
92.7260540739984,15806.530273647535,0,0.35922885101274327,15.127435631817455,110,6,collision,S,phone,0
55.81486147866916,3812.2277551821926,1,0.5537111377348108,21.519601835869146,57,1,liability,NE,agent,0
85.9336413573613,8518.630174868893,0,0.5695106391565591,28.106889539029034,6,6,theft,W,agent,0
50.6670147192939,2417.954300944132,1,0.40871261621704147,37.44246624248074,93,1,theft,NE,agent,0
66.3716453490754,4246.815733293612,1,0.34090431639897484,18.335921910016854,25,2,collision,NE,agent,0
61.48578353518303,16391.88826597836,0,0.24849877642375398,57.91560822654139,77,6,liability,NE,online,0
36.03799479200214,7413.249513552807,0,0.7167256117856408,32.19084677208541,16,1,liability,W,agent,0
96.46263700371648,2122.1146938868974,0,0.4581643503815454,23.91078845701829,97,6,collision,S,agent,0
51.141376812554036,2646.212889587911,0,0.5829742762368142,60.94397452327856,41,4,collision,W,online,0
39.70245900972034,12852.337245248327,1,0.3406120017499734,25.031915210533896,10,2,collision,MW,online,0
70.84787469759343,5182.328578759304,0,0.44498768411984624,24.741677602577337,107,6,collision,NE,online,0
57.90450527271879,4166.595023033309,1,0.3263430500322683,40.59614541422674,69,4,collision,S,agent,0
64.52803423099108,3079.682364348755,1,0.5957169356445059,8.434047913638196,28,2,fire,W,agent,0
59.7063039042045,4062.5158306806907,0,0.6155673826383846,27.03571454218234,102,2,fire,MW,agent,0
27.545032671730652,11479.66921129631,1,0.6206596060989162,46.593509528377,44,4,liability,S,online,1
43.64896422099811,3229.1892378276625,1,0.3792134355198528,25.53219748734839,48,0,liability,NE,online,0
43.11218168231182,3424.798076344592,0,0.5151667095016212,49.97839247241735,106,0,liability,MW,online,0
76.81861105927811,7042.512790266032,0,0.31698845129381487,32.87305577214875,64,5,liability,NE,online,0
58.57330171570855,2633.7929300085384,0,0.5183919189042949,49.863042094501694,109,0,theft,NE,phone,0
67.59873882334774,2804.6035391303226,0,0.6156571594802218,40.922735579694674,19,4,liability,MW,phone,0
52.09956238554413,4933.3628824670395,0,0.44086340049415873,50.64245843326816,118,0,collision,W,online,0
68.62868694345232,5008.134609145127,0,0.4765918428635983,18.980829298626077,65,4,collision,S,online,0
55.165214314913484,3024.3849087106055,2,0.35617143178278143,44.13951920438676,96,3,collision,W,agent,0
53.92339165047187,6528.334205784539,0,0.3746420296482585,31.540082615103614,100,0,collision,NE,agent,0
61.356683073578395,5604.290883171903,0,0.3769151238939787,35.93899153251692,29,1,liability,W,phone,0
59.70449474847753,1504.0130288106309,1,0.3920344288925552,13.688051490953447,60,0,collision,MW,agent,0
118.77858588873202,7850.240958054805,0,0.6436421801006871,60.142187489980564,24,4,fire,NE,online,0
43.494601665738685,3492.0908493049224,0,0.39214787169253695,46.0118892551542,51,2,collision,S,agent,0
34.759154180853066,7971.558240706905,1,0.4964023967069095,24.2560118225159,67,3,liability,MW,agent,0
64.08899492019059,17116.773182268957,0,0.6216964050264009,20.236274874099642,116,0,collision,MW,agent,0
45.434543740532845,4720.87014687961,0,0.5456109454528582,72.28956361346287,18,6,collision,NE,online,0
26.456889466804366,3337.8554629975256,2,0.886758276650473,22.72864478907954,109,3,theft,S,online,1
40.35265500600124,11240.45977793824,0,0.6014869149571727,58.97932738437511,97,4,collision,NE,phone,0
109.79644000482762,2970.626677565921,0,0.45192744976128696,40.35563920668883,115,3,collision,S,agent,0
43.13195570086923,15297.807590453658,0,0.28527816071165335,37.920587775738625,32,4,liability,S,online,0
31.001065924250025,3721.437336886095,1,0.6779213121711414,31.016234887889112,109,3,collision,MW,online,0
107.4779417556434,3373.967215371247,0,0.4316915551205217,18.79500452686393,2,2,collision,NE,online,0
39.85130698180673,20323.514321180897,0,0.38088076680768834,53.36953800865927,84,4,liability,NE,online,0
130.824492915122,6110.791488769794,0,0.35985229534552127,35.99337599165723,83,2,liability,W,phone,0
51.398050153557655,13006.17474643861,0,0.33074526030229573,26.511761449963124,21,0,liability,W,agent,0
96.59446535516298,4838.031573971067,0,0.4646804718140789,40.64842559217049,118,1,liability,NE,agent,0
53.54366887037036,4635.869627268343,0,0.42127316021971983,36.24822847354814,70,1,collision,W,online,0
66.49437278908457,849.6978865475247,0,0.5283292164169995,31.642090168701074,26,2,liability,NE,agent,0
55.53921084599814,9018.41678021834,2,0.8313212323757083,79.0537228945485,30,4,collision,W,online,1
53.669414209043126,6192.8720158398055,0,0.5090757722142534,52.67170110634086,50,5,fire,S,online,0
62.43977331791511,4595.893877450714,0,0.761441209689725,24.13657420183456,16,5,collision,NE,online,1
67.24862800732134,7010.355797048787,1,0.4512998015054192,26.46149158683957,90,3,liability,W,agent,0
60.948081440744524,5028.985963162619,0,0.4654951804760808,24.941684668908497,116,1,collision,MW,phone,0
58.99726186776935,2790.4666001251926,1,0.15245141509904067,89.94152852139307,49,1,liability,MW,agent,0
45.553950264815086,6109.39587941579,0,0.682279183908529,62.299008263007025,118,4,theft,S,agent,0
56.20400559161823,4383.411813346475,1,0.36998726689160766,53.500887243109986,48,0,theft,NE,phone,0
92.57982076385741,7666.637463649697,2,0.616117839728525,53.0057767202537,20,5,liability,S,agent,0
44.89810933576807,4154.025682685749,0,0.12891545301006607,71.04835367061995,2,0,collision,NE,agent,0
63.009513828573716,3710.057762440269,0,0.395912835141366,25.169895629959882,35,0,collision,MW,online,0
83.17891945223226,3545.6654157643534,0,0.5176080912679041,22.402234643832106,20,4,collision,S,phone,0
67.42594598015191,2891.7223918694226,0,0.4668382354521133,36.08290394838921,58,5,fire,W,online,0
77.07844181743772,3592.003220544946,0,0.3724838633434521,77.71553479999992,6,1,fire,S,online,0
39.65343268248353,6368.636417501714,1,0.5281294667145403,48.32175692973252,115,6,collision,S,online,0
63.05998506818432,3134.3862791108786,0,0.6103605434671098,33.13779029961487,26,5,liability,W,agent,0
52.71856257664912,2427.8092308802493,1,0.28113488549895244,29.047507694136666,86,3,theft,NE,online,0
53.42526466588585,7892.255888913479,0,0.5727620499199609,39.620537288604524,98,2,liability,MW,agent,0
90.00863540722051,4523.77791362464,0,0.6600677029785057,32.325750881541246,25,2,collision,S,agent,0
53.692862038118356,7791.639503974096,0,0.6454912876629385,18.789226935316606,64,0,fire,S,phone,0
63.69877468455842,4306.273234787735,0,0.5022872771307991,26.724279501822345,50,5,collision,W,agent,0
31.01343509405209,3487.5205403541886,0,0.4533432009503763,8.678585319114385,15,2,fire,S,agent,0
96.55915307058928,1726.8671678499452,0,0.594366571312279,59.1479198239261,38,6,collision,MW,online,0
75.65297166838097,2494.994502260888,0,0.47348867192225225,52.085996704168714,49,2,liability,W,phone,0
